"Predictive_Draw"
131.071960286262
131.306227407439
138.645009652226
131.795913690265
137.223567242875
136.436253206794
134.117852564827
130.292889058732
126.713763893815
129.945283805489
135.698758197147
131.403828286952
131.761797052889
138.820144236769
135.019412940716
135.576395853177
126.774848854649
134.895621279952
133.364167031071
133.03107875908
133.314364024641
133.669580377487
135.675008986738
134.732515975846
130.127237136644
134.46250453579
125.26495642565
129.900330683003
127.275113521186
129.012889099174
127.225437441466
136.419010696671
135.072169696354
132.841892131779
135.241201673874
135.942613705927
133.786282414289
137.07782199969
137.222743009619
128.231011760103
135.456506215797
131.40011582092
127.339973953612
133.349603081677
134.438899838777
135.129727046887
130.90743156395
130.815000101831
135.246748133889
134.937227903294
134.167091151103
135.355875769305
133.985171340235
135.986055772052
132.423161959047
132.434130606944
128.04314866591
132.183457821292
134.342618482305
131.464473534754
134.318440153844
133.409199485155
132.885918764074
134.820962350855
134.811753567214
137.615899268021
134.196150874217
138.084532740072
129.290012922608
142.991308107542
128.65932188466
137.014262117644
124.912392288879
133.406986397799
136.399043365094
129.865298749835
131.650215322611
133.165969186193
133.44947055566
125.464524086142
133.693634479965
131.252660223349
137.835922687065
131.726562473287
137.97700352217
137.26324533674
130.573085024354
132.333719319375
140.67549473073
133.426017112785
135.659572271576
134.345050457541
129.422844811375
128.354695857337
133.722712970622
139.872817832226
133.979742590582
136.343416028917
126.594171287511
126.324541937456
132.431538917494
136.248173136685
132.856654786695
135.136152668042
136.384861761541
134.13414102281
135.105712686485
135.659732733806
138.548722335387
134.75466518017
129.894443653662
137.21006232436
129.712888102177
131.867146079771
132.820649678304
135.500259345818
134.415448648878
131.964283074885
133.1110463405
136.238524370877
132.497686081116
129.849203879289
133.267881621444
140.414620786327
130.903429060242
132.032078980221
135.30610608727
136.855262254136
131.538265747526
133.816425893343
129.11418853395
127.035762591421
134.84658383252
135.348123407576
132.016373760547
128.367240730419
139.600063565207
130.259215175378
132.307352221629
130.720946049443
134.423875449228
131.066909279407
137.746146766568
132.47732925562
140.067674551449
138.6762545512
130.744242726964
138.360453042821
131.594095054242
130.162547486131
133.623569982835
126.502291327997
132.403408274753
138.357756318558
134.787790154061
130.807197428372
136.02479352483
126.529025149692
137.886321208795
134.105769222184
127.134387909121
134.320617217948
129.394149777338
139.101124238853
130.281469506072
134.628674658168
125.194498422247
132.290060498585
132.729205835096
138.697575335192
131.767080136436
126.931938439053
137.242881391354
131.033494975911
134.962692318403
133.24044092857
132.062821276268
126.203172942619
136.268838106934
134.360627759942
131.760835420974
140.877981016104
132.652911419919
131.998932846145
132.741744851693
135.39656168051
130.334102985446
132.058455609986
140.903643826532
136.978478207038
138.295781477843
138.461668306626
125.174450326464
131.79789358329
133.172252715207
130.735383720307
136.370636444685
130.848009971169
128.817930856683
132.001821742015
133.08495778889
134.055223540595
134.847557782864
134.556827934623
137.620403691912
125.5621612433
140.218183306577
128.597584583901
135.593306528018
128.684425593425
140.50487623848
131.907278640736
141.608457234768
134.605832422746
129.697337377513
135.932635992469
131.954855833537
132.944634653694
134.507501669542
134.295728815019
135.246147775037
126.014017402519
137.504077643461
135.956531745012
131.38845629585
132.577098075257
124.956042834945
131.429278849077
130.394460820332
134.213400438746
136.231183242576
134.770122976591
132.788209383546
133.393662996434
139.146824915669
129.258430924479
134.613096149756
138.991275886408
134.263606152242
137.392771933187
122.989420988191
133.550397537633
135.677638221722
137.888015959296
134.984910594019
136.373141475801
132.699847681754
133.855503193094
140.205010858343
138.909050750457
130.736414157835
132.184005098606
132.293948280365
131.785532213217
138.999694030314
132.147129061666
136.059877212331
133.599528317026
138.804709600865
